razao_social;nome_fantasia;cnpj_cpf;cep;endereco;bairro;numero;complemento;cidade;estado;inscricao_estadual;telefone;celular;contato;email;observacao;site
TSB 15725 MATEUS SUPERMERCADOS S.A.;MIX MATEUS;03995515029734;45.830-602;AV ANTONIO CARLOS MAGALHAES;IVAN MOURA;844;LOJA 01;EUNÁPOLIS;BA;2090915-31;(98)2108-3500;(98)99246-5660;LUANN CABRAL;LUANN.CABRAL@GRUPOMATEUS.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=03.995.515/0297-34">gts</a><br>null; 
TSB 15726 MATEUS SUPERMERCADOS S.A.;MIX MATEUS;03995515029904;58.064-015;R SEBASTIAO RENATO DE MELO;VALENTINA DE FIGUEIREDO;S/N;;JOÃO PESSOA;PB;16476428-3;(98)2108-3582;(98)98520-1751;JHONATA FERREIRA;JHONATA.SANTIAGO@GRUPOMATEUS.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=03.995.515/0299-04">gts</a><br>null; 
TSB 15727 ARMAZEM MATEUS S.A.;ARMAZEM MATEUS;23439441006201;57.073-021;R 01;CIDADE UNIVERSITARIA;493;CONJ VILLAGE CAMPESTRE I;MACEIÓ;AL;241151848;(98)2108-3500;(98)98520-1751;JHONATA FERREIRA;JHONATA.SANTIAGO@GRUPOMATEUS.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=23.439.441/0062-01">gts</a><br>null; 
TSB 15729 S. C. DE SOUZA NASCIMENTO LTDA;BELFRIO TRANSPORTES;47054951000107;67.203-020;ROD ALCA VIARIA;SAO JOAO;1067B;KM 2.5 ANEXO A (BELGELO);MARITUBA;PA;15-844315-2;(91)8127-0535;(91)8127-0535;DIOGO;LUISDIOGO.LOPES@YAHOO.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=47.054.951/0001-07">gts</a><br>null; 
TSB 15733 LOCDESK LOCACAO DE EQUIPAMENTOS E SOLUCOES EM INFORMATICA LTDA;LOCDESK;17811328000190;67.015-760;PSG AZ DE OURO;LEVILANDIA;O;LOTE 26 E 27;ANANINDEUA;PA;15-417646-0;(91)3353-3442;(91)9352-3959;LUCAS;SUPORTE@LOCDESK.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=17.811.328/0001-90">gts</a><br>null; 
TSB 15737 AGILLY LOG TRANSPORTES RODOVIARIOS LTDA;AGILLY TRANSPORTES;39394790000253;67.203-135;ROD BR 316;SAO JOAO;35;KM 09;MARITUBA;PA;15-761209-0;(91)8563-9448;(96)9964-3344;GABRIELY;AGILLYTRANSPORTESMCP@HOTMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=39.394.790/0002-53">gts</a><br>null; 
TSB 15741 CARTORIO DO UNICO OFICIO DA COMARCA DE TOME ACU;CARTORIO DO UNICO OFICIO DA COMARCA DE TOME ACU;04362299000185;68.680-000;AV TRES PODERES;CENTRO;800;TERREO;TOMÉ-AÇU;PA;ISENTO;;(91)9271-3278;WALNER;CSCIMOVEIS@HOTMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=04.362.299/0001-85">gts</a><br>null; 
TSB 15744 M PESENTI IMPORTACAO E EXPORTACAO LTDA;MAYURI BIJOUX;12355643000137;68.900-070;AV PRESIDENTE VARGAS;CENTRO;182;;;XX;;(96)99149-7837;;;MAYURIRH@OUTLOOK.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=12.355.643/0001-37">gts</a><br>null; 
TSB 15745 MATEUS SUPERMERCADOS S.A.;MATEUS SUPERMERCADOS;03995515029572;65.138-000;ROD ARACAGY;JARDIM DAS OLIVEIRAS;S/N°;;RAPOSA;MA;12813298-1;(98)2108-3582;(98)98520-1751;JHONATA SANTIAGO;JHONATA.SANTIAGO@GRUPOMATEUS.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=03.995.515/0295-72">gts</a><br>null; 
TSB 15746 MATEUS SUPERMERCADOS S.A.;MATEUS SUPERMERCADOS;03995515029220;65.036-281;AV DOS FRANCESES;ALEMANHA;11;;SÃO LUÍS;MA;12800613-7;(98)2108-3500;(98)98520-1751;JHONATA SANTIAGO;JHONATA.SANTIAGO@GRUPOMATEUS.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=03.995.515/0292-20">gts</a><br>null; 
TSB 15747 MATEUS SUPERMERCADOS S.A.;MATEUS SUPERMERCADOS;03995515030317;65.059-811;AV DA SAUDADE;CRUZEIRO DE SANTA BARBARA;48;;SÃO LUÍS;MA;12824063-6;(98)2108-3500;(98)98520-1751;JHONATA SANTIAGO;JHONATA.SANTIAGO@GRUPOMATEUS.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=03.995.515/0303-17">gts</a><br>null; 
TSB 15749 TRANSPORTES BELEM AMAZONIA LTDA;RODONAVE;08692125000131;66.053-355;R VINTE E OITO DE SETEMBRO;REDUTO;758;;BELÉM;PA;;(91)98123-2169;;ERCIDIO;RODONAVEBELEM@GMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=08.692.125/0001-31">gts</a><br>null; 
TSB 15753 M PAMPLONA CONSTRUCOES LTDA;M PAMPLONA CONSTRUCOES;19578735000125;66.035-115;AV NAZARE;NAZARE;272;SALA 602 PAVMTO 6 TIPO B;BELÉM;PA;15-482818-1;(91)9902-6661;(91)98481-3439;MURCYO PAMPLONA;ATENDIMENTO@MPAMPLONA.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=19.578.735/0001-25">gts</a><br>null; 
TSB 15757 EGIS- ENGENHARIA E CONSULTORIA LTDA;EGIS BRASIL;44239135000856;65.075-675;AV. JORNALISTA MIERCIO JORGE/ AV. DO VALE;JARDIM RENASCENÇA;8A;;SÃO LUÍS;MA;;(11)2134-7552;(11)99844-9638;GUSTAVO;GUSTAVO.MARQUES@EGIS-GROUP.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=44.239.135/0008-56">gts</a><br>null; 
TSB 15761 AGROINDUSTRIAL PALMASA S/A;PALMASA;15282791000167;68.725-000;RODOVIA PA 320, KM 37 C IGARAPÉ AÇU;INTERIOR;S/N;;IGARAPÉ-AÇU;PA;15-128714-7;(91)99274-5703;(91)99329-7349;RAMON;FINANCEIRO@PALMASA.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=15.282.791/0001-67">gts</a><br>null; 
TSB 15764 A M DA S PANTOJA LTDA;AMAZONFLORA;83339960000108;67.200-000;ROD BR 316 KM 15;PARQUE VERDE;S/N;ANTIGO KM 20;MARITUBA;PA;15-187580-4;;(91)3236-1680;;;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=83.339.960/0001-08">gts</a><br>null; 
TSB 15766 J B COMERCIO LTDA;JB ATACAREJO;14477052000168;68.745-220;TV DOUTOR LAURO SODRE;IANETAMA;1050;;CASTANHAL;PA;15-351614-3;(91)98801-6826;(91)98574-4781;LUANA;RH@JBATACAREJO.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=14.477.052/0001-68">gts</a><br>null; 
TSB 15770 PETROLA SERVIÇOS MEDICOS LTDA;NORTE VIDAS;44436724000158;68.447-000;TV. MULATO FLORINDO, QUADRA 299, LOTE 03;VILA DOS CABANOS;03;;BARCARENA;PA;ISENTO;(91)98492-3579;;ELIVELTON;COMPRAS@CSTSAUDE.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=44.436.724/0001-58">gts</a><br>null; 
TSB 15773 FORT FRUIT LTDA;FORT FRUIT LTDA;02338006000107;66.610-120;AL CEASA S/N KM 04, GALPAO 02 BOX 14/16;CURIO;S/N;;BELÉM;PA;15-197788-7;(91)3245-7463;;;MAURICIO@FORFRUIT.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=02.338.006/0001-07">gts</a><br>null; 
TSB 15774 POSTERUS SUPERMERCADOS LTDA;CAMINO SUPERMERCADOS;27352414002503;65.365-000;ROD BR 316;LOTEAMENTO NOVO HORIZONTE;S/N;QUADRA21;ZÉ DOCA;MA;12648078-8;(98)2108-3500;(98)99181-8604;TATIANE MARQUES;TATIANE.MOLIVEIRA@GRUPOMATEUS.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=27.352.414/0025-03">gts</a><br>null; 
TSB 15776 EBENEZER REPRESENTAÇÃO, COMERCIO E SERVIÇOS LTDA;EBENEZER REPRESENTAÇÃO, COMERCIO E SERVIÇOS LTDA;53539588000112;68.695-000;ROD PA 150, KM 128,0VICINAL BALANORTE , KM 01;INDUSTRIAL;SN;ANEXO BRASIL MADEIRA;TAILÂNDIA;PA;15-936278-4;(91)99162-7062;;ANGELA;BRASIL.MADEIRAS@HOTMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=53.539.588/0001-12">gts</a><br>null; 
TSB 15780 PELC SERVICOS DE INFORMATICA LTDA;NAUTILUS;01005316000139;67.133-130;TV WE-30 (CJ CIDADE NOVA IV/V;CIDADE NOVA;672;;ANANINDEUA;PA;15-219596-3;(91)98408-4435;;SOCORRO;MPSOCORRO0405@GMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=01.005.316/0001-39">gts</a><br>null; 
TSB 15784 M. DIESEL CAMINHOES E ONIBUS LIMITADA;DIESEL SINOP;07811058000326;78.550-556;COLONIZADOR ENIO PIPINO;ETOR INDUSTRIAL NORT;7465;SETOR CHACARA 2B;SINOP;MT;0013315393-2;(65)2121-4045;;;FRANCISCO.MT@GRUPOMONACO.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=07.811.058/0003-26">gts</a><br>null; 
TSB 15788 M. DIESEL CAMINHOES E ONIBUS LIMITADA;M. DIESEL CAMINHOES E ONIBUS LIMITADA;07811058000100;78.098-000;AVENIDA AYRTON SENNA DA SILVA;PASCOAL RAMOS;S/N;DISTRITO INDUSTRIAL;CUIABÁ;MT;;;(91)3075-5000;MAGALI;CARLOSCOSTA@GRUPOMONACO.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=07.811.058/0001-00">gts</a><br>null; 
TSB 15792 NSA V.A. SERVIÇOS LTDA;NSA SEMPRE QUALI;08375571000112;18.147-000;RUA SÃO JOÃO, ANDAR 1, SALA 02;CENTRO;292;;ARAÇARIGUAMA;SP;;(11)99209-0647;;CAIO;CAIO@SEMPREQUALI.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=08.375.571/0001-12">gts</a><br>null; 
TSB 15796 BRUCKE ENGENHARIA LTDA;BRUCKE ENGENHARIA LTDA;47342104000148;67.035-016;ST G LOTE 01 QUADRA 11 ANEXO A;DISTRITO INDUSTRIAL;N 01;;ANANINDEUA;PA;15-959366-2;(91)98239-9494;(81)9306-0707;GENIVALDO;SAMANTHA.CRISTINE123@GMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=47.342.104/0001-48">gts</a><br>null; 
TSB 15800 C R DE A FRANCA COMERCIO DE AUTO PEÇAS;ROMEU MOTOS;07234544000167;68.670-000;AV. BARÃO DO RIO BRANCO;CENTRO;230;;BUJARU;PA;15-243640-5;(91)99629-3500;;RAUL;RAULABREUFRANCA@GMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=07.234.544/0001-67">gts</a><br>null; 
TSB 15804 BRASIL & BRAZ COMERICAL DE VEICULOS LTDA;POLLARIS BLINDAGENS ESPECIAIS;43642590000169;66.090-363;AV. JOSE BONIFACIO;SÃO BRAS;37;;BELÉM;PA;15-817423-2;(91)3120-9880;(91)98092-9051;FERNANDO;ADM@POLLARISBLINDAGENS.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=43.642.590/0001-69">gts</a><br>null; 
TSB 15808 BETHANIA GUERREIRO HAMOY LTDA;PELO ZERO- BELEM;14992716000127;66.635-110;ROD AUGUSTO MONTENGRO, LOJA 101, PARQUE SHOPPING BELEM;PARQUE VERDE;4300;;BELÉM;PA;;(91)3276-2829;(91)98150-1101;LUCIANA;PELOZEROBELEM@GMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=14.992.716/0001-27">gts</a><br>null; 
TSB 15812 W S AZEVEDO PEREIRA LTDA;DIVINA ART;10320850000120;68.900-151;RUA ODILARDO SILVA;CENTRAL;1574;;MACAPÁ;AP;03.049181-9;(96)9112-8052;(96)8141-2592;SOCORRO AZEVEDO;SOCORRO.AZEVEDO57@HOTMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=10.320.850/0001-20">gts</a><br>null; 
TSB 15815 PREMIUM STORE LOJAS DE CONVINIENCIA LTDA;PREMIUM STORE CONVINIENCIA;32308246000111;66.055-005;AVENIDA VISCONDE DE SOUZA FRANCO;UMARIZAL;963;;BELÉM;PA;;;(91)99810-0011;;PREMIUMSTORECONVENIENCIA@OUTLOOK.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=32.308.246/0001-11">gts</a><br>null; 
TSB 15816 HYTEC AUTOMACAO LTDA;HYTEC;04999325000180;67.030-370;ESTRADA QUINTA GARMITA;CENTRO;2080;;ANANINDEUA;PA;;(91)3342-9004;(91)98543-8071;;HYTEC@HYTECAUTOMACAO.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=04.999.325/0001-80">gts</a><br>null; 
TSB 15818 EVOLUT CONSTRUÇÕES LTDA;EVOLUT CONSTRUÇÕES;20615287000171;66.085-451;TV. CHACO;PEDREIRA;1580;;BELÉM;PA;15-455274-7;(91)98276-3148;;CIVALDO;ADM.BELEM@SOLAREVOLUT.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=20.615.287/0001-71">gts</a><br>null; 
TSB 15822 DHAGES AGENCIA TRANSPORTE E TURISMO LTDA;D' HAGES TURISMO;23167053000105;66.083-000;TV MAURITI;TELEGRAFO SEM FIO;479;;BELÉM;PA;15-526983-6;(91)3348-5063;;DÁRIO ROBERTO;DHAGESTURISMO@GMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=23.167.053/0001-05">gts</a><br>null; 
TSB 15826 E P NETO TRANSPORTES LTDA;MEDLOG LOGISTICA EM MEDICAMENTOS;25015936000206;66.035-360;RUA DOS MUNDURUCUS;JURUNAS;12;;BELÉM;PA;;(91)98240-7291;;NATALIA;MEDLOG.RH9@GMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=25.015.936/0002-06">gts</a><br>null; 
TSB 15830 NAUTICA EVOLUTION LTDA;EVOLUTION NAUTICA;21928215000147;67.200-000;ROD BR-316, KM 10. RODOVIA PA 150,0 KM 01, LOJA M;CENTRO;2634;;MARITUBA;PA;15-477676-9;(91)98114-6192;;JOSANDRA;LONDRESADVOCACIA@HOTMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=21.928.215/0001-47">gts</a><br>null; 
TSB 15834 JOTAUTO CORRETORES DE SEGUROS LTDA;JOTAUTO CORRETORES DE SEGUROS LTDA;25451194000172;66.085-110;TV. CURUZU , SALA 06, ANDAR 2;PEDREITA;1240;;BELÉM;PA;;(91)3181-4444;(91)98106-8683;FABIANO;FINANCEIRO@JGSSEGUROS.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=25.451.194/0001-72">gts</a><br>null; 
TSB 15837 AGROSOLO COMERCIO DE DEFENSIVOS AGRICOLAS LTDA;AGROSOLO;23483492000119;68.744-580;RUA PAES DE CARVALHO;IANETAMA;1616;;CASTANHAL;PA;;;(91)8807-7010;;;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=23.483.492/0001-19">gts</a><br>null; 
TSB 15838 TUMA, TORRES & ADVOGADOS ASSOCIADOS SOCIEDADE SIMPLES;TUMA, TORRES & ADVOGADOS ASSOCIADOS SOCIEDADE SIMPLES;22251184000103;66.050-005;AV. SENADOR LEMOS;UMARIZAL;791;SALA807/808 EDIF. SÍNTESE PLAZA;BELÉM;PA;;(91)3222-5746;;KLAUBENYR;ATENDIMENTO@TUMAETORRES.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=22.251.184/0001-03">gts</a><br>null; 
TSB 15840 INNOVAR SOLUCOES CORRETORA DE SEGUROS LTDA;INNOVAR;19359655000189;66.050-350;R MUNICIPALIDADE;UMARIZAL;985;SALA 208 EDIF MIRAI OFFICES;BELÉM;PA;;(91)3276-8761;(91)9278-8111;ELAINE;GERENCIA@INNOVARCORRETORA.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=19.359.655/0001-89">gts</a><br>null; 
TSB 15844 R.R. DE LIMA;RESINORTE;05473642000121;66.815-190;AV BL DEZ;ICOARACI;1003;AGUA CRISTALINA;BELÉM;PA;15-229923-8;(91)9173-8664;(91)8860-1696;ROSANGELA LIMA;RESINORTEPARA@HOTMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=05.473.642/0001-21">gts</a><br>null; 
TSB 15848 NOVA SEPLAD;NOVA SEPLAD;51714217000102;66.060-147;R BOAVENTURA DA SILVA;FATIMA;1781;SALA ANEXA;BELÉM;PA;15-910131-0;(91)8272-1718;(91)9166-4966;RODRIGO;COMPRASSEPLAD@GMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=51.714.217/0001-02">gts</a><br>null; 
TSB 15852 AUTOCENTER  TANNUS LTDA;AUTOCENTER TANNUS;49943732000104;66.060-470;PSG BOAVENTURA DA SILVA;FATIMA;924;PROX. A CASTELO BRANCO;BELÉM;PA;15-885507-8;(91)98438-2660;;MARI;CONTATOTANNUSVENDAS@GMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=49.943.732/0001-04">gts</a><br>null; 
TSB 15856 VISO MINERACAO, INDUSTRIA E COMERCIO DE FERTILIZANTES LTDA;VISO MINERACAO, INDUSTRIA E COMERCIO DE FERTILIZANTES LTDA;38132093000261;68.645-000;TV SAPUCAIA;AREA RURAL;S/N;;BONITO;PA;15-728990-7;(65)3046-0700;(65)9230-5930;PAULA SILVA;PAULA.SILVA@SCHEFFER.AGR.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=38.132.093/0002-61">gts</a><br>null; 
TSB 15860 CANAL GENTIL SPE LTDA;CANAL GENTIL;50668156000113;66.083-290;PSG EUNICE WEAVER;SACRAMENTA;9;SALA 09;BELÉM;PA;15-898831-0;(91)3233-1694;(91)98905-1092;CARLOS TEIXEIRA;CGSFINANCEIROPA@GMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=50.668.156/0001-13">gts</a><br>null; 
TSB 15864 CLUBE DE ESPORTES AEREOS E NAUTICOS DO PARA;AERO & NAUTA;63887202000117;66.630-505;R DA FAB;OUTEIRO;SN;;BELÉM;PA;;;(91)8882-4571;MEIRISVAN;MEIRISVAN@HOTMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=63.887.202/0001-17">gts</a><br>null; 
TSB 15868 WN VIDROS LTDA;WN VIDROS E SERVIÇOS;18323866000107;68.628-320;R VINICIUS DE MORAES;PROMISSAO;78;;PARAGOMINAS;PA;15-529328-1;(91)99183-3848;;WANESSA;WNVIDROS-PGM@HOTMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=18.323.866/0001-07">gts</a><br>null; 
TSB 15872 CONDOMINIO RESIDENCIAL NOVAMERICA;CONDOMINIO NOVAMERICA;13293372000103;67.130-000;PSG SÃO PEDRO;ATALAIA;46;;ANANINDEUA;PA;;(91)98190-8959;;AUGUSTO;CONDOMINIO.NOVAMERICA@GMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=13.293.372/0001-03">gts</a><br>null; 
TSB 15876 PANIFICADORA MOURA LTDA;PANIFICADORA MOURA;04318432000104;66.630-505;AV 25 DE SETEMBRO;MARCO;789;;BELÉM;PA;15-101285-7;;(91)98116-7131;ANTÔNIO DOS SANTOS;PANIFIMOURA@GMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=04.318.432/0001-04">gts</a><br>null; 
TSB 15880 E C IMBELLONI LTDA;MALLU FABRICA DE FARDAMENTOS MODAS E JEANS;33089370000104;68.170-000;R GOV. FERNANDO GUILHON;MARACANA;89;;JURUTI;PA;15-637500-1;(93)99167-0222;;ERNESTO;ADM@MALLUFABRICA.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=33.089.370/0001-04">gts</a><br>null; 
TSB 15884 TRONCOS CEARA LTDA;TRONCOS E BALANCAS BOVINAS CEARA;07872628000126;68.660-000;ROD BR 010, LOJA A;CENTRO;S/N;;SÃO MIGUEL DO GUAMÁ;PA;15-252074-0;(91)99205-2590;;MARIANO/ CARLA;CARROCERIACEARA@HOTMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=07.872.628/0001-26">gts</a><br>null; 
TSB 15887 J P CURSOS LTDA;PREPARA CURSOS PROFISSIONALIZANTES;10491625000157;66.060-230;AV GOVERNADOR JOSE MALCHER;NAZARÉ;1049;ENTRE DOM ROMUALDO DE SEIXAS  WANDENKOLC;BELÉM;PA;;(91)3222-0149;;JOSÉ;MASTERPARA@PREPARA.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=10.491.625/0001-57">gts</a><br>null; 
TSB 15889 PASON SISTEMAS DE PERFURACAO LTDA.;PASON;10269412000185;42.701-450;LUIZ TARQUINIO PONTES;PITANGUEIRAS;1404;OTE  DIVER;LAURO DE FREITAS;BA;ISENTO;(71)3369-1385;;POLIANA BORGES;ALICIO.NETO@PASON.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=10.269.412/0001-85">gts</a><br>null; 
TSB 15893 SILVA & SILVA ACADEMIA LTDA;ULTIMATE FITNESS;36836241000112;66.033-447;R FERNANDO GUILHON;JURUNAS;1263;;BELÉM;PA;;(91)98137-6365;;JAIR;JAIRPUREZASILVA74@GMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=36.836.241/0001-12">gts</a><br>null; 
TSB 15897 EXATA RECUPERADORA, COMERCIO E SERVICOS MECANICOS LTDA;MONOBLOCO;09662970000127;67.115-000;ROD RODOVIA MARIO COVAS 461;COQUEIRO;461;PROX AO SHOPPING METROPOLE;ANANINDEUA;PA;15-274812-1;;;LAYSE;FINANCEIRO@MONOBLOCOEXATA.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=09.662.970/0001-27">gts</a><br>null; 
TSB 15901 RESENHA PRIME BAR E RESTURANTE LTDA;RESENHA PRIME;23559573000155;66.095-491;AV JOÃO PAULO II;MARCO;235;;BELÉM;PA;15-504291-2;(91)98733-7202;;WALDECIR/ THIAGO;WALLDOJUNIOR@HOTMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=23.559.573/0001-55">gts</a><br>null; 
TSB 15904 1 OFICIO DE REGISTRO DE IMOVEIS DE ANANINDEUA;1 OFICIO DE REGISTRO DE IMOVEIS DE ANANINDEUA;30757038000174;67.013-000;ROD BR 316 KM 01;ATALAIA;1762;EDIF LIVING NEXT OFFICE TORRE 1 LOJA 01;ANANINDEUA;PA;ISENTO;(91)3353-2018;(91)3346-1173;;FINANCEIRO@SRIANANINDEUA.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=30.757.038/0001-74">gts</a><br>null; 
TSB 15905 M. J SERVICOS MECANICOS LTDA;M. J SERVICOS MECANICOS LTDA;07624709000107;66.085-310;AV. MARQUES DE HERVAL;PEDREIRA;218;;BELÉM;PA;;;;JOESON- MONOBLOCO;;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=07.624.709/0001-07">gts</a><br>null; 
TSB 15907 INOVA SAUDE CENTER LTDA;INOVA SAUDE CENTER;51297475000122;66.093-801;TV CURUZU;MARCO;1651;*****;BELÉM;PA;15-904652-1;(91)8836-0947;(91)8836-0947;WILTON FERREIRA;COMPRAS@INOVASAUDECENTER.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=51.297.475/0001-22">gts</a><br>null; 
TSB 15910 MATEUS SUPERMERCADOS S.A.;MIX MATEUS - MIX CARUARU UNIVERSITARIO;03995515030074;55.016-400;AV PORTUGAL;UNIVERSITARIO;01110;;CARUARU;PE;1130255-05;(98)2108-3582;(98)99246-5660;LUANN CABRAL;LUANN.CABRAL@GRUPOMATEUS.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=03.995.515/0300-74">gts</a><br>null; 
TSB 15911 MATEUS SUPERMERCADOS S.A.;MIX MATEUS - MIX CARUARU KENNEDY;03995515030589;55.036-000;AV LEAO DOURADO;KENNEDY;1409;;CARUARU;PE;1133360-04;(98)2108-3500;(98)99246-5660;LUANN CABRAL;LUANN.CABRAL@GRUPOMATEUS.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=03.995.515/0305-89">gts</a><br>null; 
TSB 15912 JS DISTRIBUIDORA DE PECAS S/A;JS PECAS;04185877000236;67.200-000;ROD BR 316 KM 10;SÃO JOÃO;04;;MARITUBA;PA;15-228497-4;(62)9679-8502;(62)3612-4200;;;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=04.185.877/0002-36">gts</a><br>null; 
